date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:43:17	3322/3322	---M--	200	added ('OK')	image/png	etag:%22cfa-562a9b2e68480%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/mex.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/mex.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:17	2002/2002	---M--	200	added ('OK')	image/png	etag:%227d2-562a9b3238d80%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/swe.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/swe.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:18	4875/4875	---M--	200	added ('OK')	image/png	etag:%22130b-562a9b2e68480%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/kor.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/kor.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:18	1181/1181	---M--	200	added ('OK')	image/png	etag:%2249d-562a9b2a97b80%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/bel.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/bel.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:18	3061/3061	---M--	200	added ('OK')	image/png	etag:%22bf5-562a9b3050900%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/pan.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/pan.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:18	3478/3478	---M--	200	added ('OK')	image/png	etag:%22d96-562a9b3238d80%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/tun.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/tun.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:19	1830/1830	---M--	200	added ('OK')	image/png	etag:%22726-562a9b2c80000%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/eng.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/eng.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:19	1111/1111	---M--	200	added ('OK')	image/png	etag:%22457-562a9b3050900%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/pol.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/pol.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:19	2206/2206	---M--	200	added ('OK')	image/png	etag:%2289e-562a9b3050900%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/sen.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/sen.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:19	2979/2979	---M--	200	added ('OK')	image/png	etag:%22ba3-562a9b2e68480%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/japan.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/japan.png	(from https://html.iwthemes.com/sportscup/run/index.html)
